3542 3.98226e+06 -5.55436
3554 3.97135e+06 -5.43626
3566 3.95817e+06 -5.3185
3578 3.94271e+06 -5.20108
3590 3.92498e+06 -5.08384
3602 3.90499e+06 -4.96711
3614 3.88273e+06 -4.85038
3626 3.85819e+06 -4.73416
3638 3.83134e+06 -4.61812
3650 3.8022e+06 -4.50242
3662 3.77073e+06 -4.38706
3674 3.73694e+06 -4.27188
3686 3.70085e+06 -4.15721
3698 3.66246e+06 -4.04271
3710 3.62179e+06 -3.92856
3722 3.57883e+06 -3.81474
3734 3.53354e+06 -3.70128
3746 3.48591e+06 -3.58815
3758 3.4359e+06 -3.47537
3770 3.38358e+06 -3.36293
3782 3.32897e+06 -3.25084
3794 3.27212e+06 -3.13926
3806 3.21307e+06 -3.02785
3818 3.15188e+06 -2.91696
3830 3.08858e+06 -2.80641
3842 3.02321e+06 -2.69637
3854 2.9558e+06 -2.58651
3866 2.88638e+06 -2.47733
3878 2.81498e+06 -2.3685
3890 2.74161e+06 -2.26018
3902 2.66632e+06 -2.1522
3914 2.58914e+06 -2.04492
3926 2.51012e+06 -1.93814
3938 2.42932e+06 -1.83171
3950 2.34676e+06 -1.72597
3962 2.26252e+06 -1.62091
3974 2.17666e+06 -1.51637
3986 2.08926e+06 -1.41269
3998 2.00035e+06 -1.30952
4010 1.91002e+06 -1.20721
4022 1.81829e+06 -1.10576
4034 1.72524e+06 -1.00516
4046 1.63098e+06 -0.9056
4058 1.53564e+06 -0.807066
4070 1.4394e+06 -0.709734
4082 1.3424e+06 -0.613775
4094 1.24475e+06 -0.519361
4106 1.14646e+06 -0.426836
4118 1.04751e+06 -0.336542
4130 948096 -0.249166
4142 848677 -0.165396
4154 749925 -0.0872898
4166 652543 -0.0198269
4178 558599 0
4190 471795 0
4202 392413 0
4214 320419 0
4226 255792 0
4238 198511 0
4250 148588 0
4262 106046 0
4274 70909.4 0
4286 43199.6 0
4298 22933.6 0
4310 10127.8 0
4322 4799.65 0
4334 6968.92 0
4346 16658.6 0
4358 33893.5 0
4370 58699.9 0
4382 91105.3 0
4394 131138 0
4406 178827 0
4418 234206 0
4430 297304 0
4442 368156 0
4454 446799 0
4466 533268 0
4478 627603 0
4490 729841 0
4502 840026 0
4514 958197 0
4526 1.0844e+06 0
4538 1.21868e+06 0
4550 1.36108e+06 0
4562 1.51166e+06 0
4574 1.67045e+06 0
4586 1.83751e+06 0
4598 2.01291e+06 0
4610 2.19666e+06 0
4622 2.38886e+06 0
4634 2.58955e+06 0
4646 2.79877e+06 0
4658 3.01661e+06 0
4670 3.2431e+06 0
4682 3.47833e+06 0
4694 3.72233e+06 0
4706 3.97521e+06 0
4718 4.237e+06 0
4730 4.50777e+06 0
4742 4.7876e+06 0
4754 5.07656e+06 0
4766 5.37472e+06 0
4778 5.68214e+06 0
4790 5.99892e+06 0
4802 6.3251e+06 0
4814 6.6608e+06 0
4826 7.00606e+06 0
4838 7.36099e+06 0
4850 7.72565e+06 0
4862 8.10014e+06 0
4874 8.48452e+06 0
4886 8.8789e+06 0
4898 9.28335e+06 0
4910 9.69798e+06 0
4922 1.01228e+07 0
4934 1.05581e+07 0
4946 1.10037e+07 0
4958 1.146e+07 0
4970 1.19267e+07 0
4982 1.24043e+07 0
4994 1.28926e+07 0
5006 1.3392e+07 0
5018 1.39022e+07 0
5030 1.44236e+07 0
5042 1.49563e+07 0
5054 1.55003e+07 0
5066 1.60557e+07 0
5078 1.66227e+07 0
5090 1.72013e+07 0
5102 1.77917e+07 0
5114 1.83939e+07 0
5126 1.90082e+07 0
5138 1.96346e+07 0
5150 2.02731e+07 0
5162 2.09241e+07 0
5174 2.15875e+07 0
5186 2.22635e+07 0
5198 2.29521e+07 0
5210 2.36536e+07 0
5222 2.4368e+07 0
5234 2.50956e+07 0
5246 2.58362e+07 0
5258 2.65902e+07 0
5270 2.73578e+07 0
5282 2.81389e+07 0
5294 2.89336e+07 0
5306 2.97423e+07 0
5318 3.05649e+07 0
5330 3.14016e+07 0
5342 3.22527e+07 0
5354 3.31182e+07 0
5366 3.39982e+07 0
5378 3.48928e+07 0
5390 3.58023e+07 0
5402 3.67269e+07 0
5414 3.76665e+07 0
5426 3.86213e+07 0
5438 3.95917e+07 0
5450 4.05776e+07 0
5462 4.15791e+07 0
5474 4.25966e+07 0
5486 4.36302e+07 0
5498 4.46799e+07 0
5510 4.57459e+07 0
5522 4.68285e+07 0
5534 4.79278e+07 0
5546 4.90438e+07 0
5558 5.01768e+07 0
5570 5.13271e+07 0
5582 5.24946e+07 0
5594 5.36797e+07 0
5606 5.48823e+07 0
5618 5.61028e+07 0
5630 5.73413e+07 0
5642 5.85979e+07 0
5654 5.9873e+07 0
5666 6.11666e+07 0
5678 6.24789e+07 0
5690 6.38099e+07 0
5702 6.51601e+07 0
5714 6.65296e+07 0
5726 6.79185e+07 0
5738 6.93269e+07 0
5750 7.07551e+07 0
5762 7.22034e+07 0
5774 7.36718e+07 0
5786 7.51605e+07 0
5798 7.66698e+07 0
5810 7.81999e+07 0
5822 7.97508e+07 0
5834 8.13229e+07 0
5846 8.29164e+07 0
5858 8.45313e+07 0
5870 8.61679e+07 0
5882 8.78266e+07 0
5894 8.95073e+07 0
5906 9.12104e+07 0
5918 9.29359e+07 0
5930 9.46842e+07 0
5942 9.64555e+07 0
5954 9.825e+07 0
5966 1.00068e+08 0
5978 1.01909e+08 0
5990 1.03774e+08 0
6002 1.05663e+08 0
6014 1.07577e+08 0
6026 1.09515e+08 0
6038 1.11477e+08 0
